id,origin_base,origin_location,origin_code,departure_date,departure_time,destination_base,destination_location,destination_code,status,base_price
2407,Italy,Venice,VCE,22/12/2024,19:30,London,Heathrow,LHR,ONTIME,210
2408,London,Heathrow,LHR,22/12/2024,07:30,Italy,Florence,FLR,ONTIME,205
2409,London,Heathrow,LHR,22/12/2024,13:30,Italy,Florence,FLR,ONTIME,205
2410,London,Heathrow,LHR,22/12/2024,21:00,Italy,Florence,FLR,ONTIME,205
2411,Italy,Florence,FLR,22/12/2024,16:30,London,Heathrow,LHR,ONTIME,205
2412,Italy,Florence,FLR,22/12/2024,21:00,London,Heathrow,LHR,ONTIME,205
2413,London,Heathrow,LHR,22/12/2024,16:30,Italy,Naples,NAP,ONTIME,230
2414,London,Heathrow,LHR,22/12/2024,18:00,Italy,Naples,NAP,ONTIME,230
2415,London,Gatwick,LGW,22/12/2024,06:00,Italy,Rome,FCO,ONTIME,200
2416,Italy,Rome,FCO,22/12/2024,15:00,London,Gatwick,LGW,ONTIME,200
2417,Italy,Rome,FCO,22/12/2024,16:30,London,Gatwick,LGW,ONTIME,200
2418,Italy,Rome,FCO,22/12/2024,18:00,London,Gatwick,LGW,ONTIME,200
2419,Italy,Milan,MXP,22/12/2024,09:00,London,Gatwick,LGW,ONTIME,190
2420,London,Gatwick,LGW,22/12/2024,15:00,Italy,Venice,VCE,ONTIME,195
2421,London,Gatwick,LGW,22/12/2024,18:00,Italy,Venice,VCE,ONTIME,195
2422,Italy,Venice,VCE,22/12/2024,09:00,London,Gatwick,LGW,ONTIME,195
2423,London,Gatwick,LGW,22/12/2024,09:00,Italy,Florence,FLR,ONTIME,185
2424,London,Gatwick,LGW,22/12/2024,10:30,Italy,Florence,FLR,DELAYED,185
2425,London,Gatwick,LGW,22/12/2024,18:00,Italy,Florence,FLR,ONTIME,185
2426,Italy,Florence,FLR,22/12/2024,12:00,London,Gatwick,LGW,ONTIME,185
2427,Italy,Florence,FLR,22/12/2024,13:30,London,Gatwick,LGW,DELAYED,185
2428,Italy,Florence,FLR,22/12/2024,19:30,London,Gatwick,LGW,DELAYED,185
2429,Italy,Naples,NAP,22/12/2024,06:00,London,Gatwick,LGW,DELAYED,210
2430,Italy,Naples,NAP,22/12/2024,13:30,London,Gatwick,LGW,DELAYED,210
2431,Italy,Naples,NAP,22/12/2024,19:30,London,Gatwick,LGW,ONTIME,210
2432,London,Stansted,STN,22/12/2024,10:30,Italy,Rome,FCO,ONTIME,180
2433,London,Stansted,STN,22/12/2024,16:30,Italy,Rome,FCO,ONTIME,180
2434,London,Stansted,STN,22/12/2024,18:00,Italy,Rome,FCO,ONTIME,180
2435,London,Stansted,STN,22/12/2024,19:30,Italy,Venice,VCE,ONTIME,180
2436,London,Stansted,STN,22/12/2024,21:00,Italy,Venice,VCE,ONTIME,180
2437,Italy,Venice,VCE,22/12/2024,21:00,London,Stansted,STN,ONTIME,180
2438,London,Stansted,STN,22/12/2024,12:00,Italy,Florence,FLR,ONTIME,170
2439,London,Stansted,STN,22/12/2024,13:30,Italy,Florence,FLR,DELAYED,170
2440,Italy,Florence,FLR,22/12/2024,16:30,London,Stansted,STN,ONTIME,170
2441,London,Stansted,STN,22/12/2024,15:00,Italy,Naples,NAP,DELAYED,190
2442,London,Luton,LTN,22/12/2024,07:30,Italy,Rome,FCO,ONTIME,175
2443,London,Luton,LTN,22/12/2024,15:00,Italy,Rome,FCO,DELAYED,175
2444,London,Luton,LTN,22/12/2024,06:00,Italy,Milan,MXP,ONTIME,170
2445,London,Luton,LTN,22/12/2024,10:30,Italy,Milan,MXP,ONTIME,170
2446,London,Luton,LTN,22/12/2024,15:00,Italy,Milan,MXP,ONTIME,170
2447,London,Luton,LTN,22/12/2024,12:00,Italy,Venice,VCE,ONTIME,175
2448,London,Luton,LTN,22/12/2024,19:30,Italy,Venice,VCE,DELAYED,175
2449,Italy,Venice,VCE,22/12/2024,12:00,London,Luton,LTN,ONTIME,175
2450,London,Luton,LTN,22/12/2024,09:00,Italy,Florence,FLR,ONTIME,165
2451,London,Luton,LTN,22/12/2024,16:30,Italy,Florence,FLR,ONTIME,165
2452,London,Luton,LTN,22/12/2024,21:00,Italy,Florence,FLR,ONTIME,165
2453,Italy,Florence,FLR,22/12/2024,10:30,London,Luton,LTN,ONTIME,165
2454,Italy,Florence,FLR,22/12/2024,13:30,London,Luton,LTN,DELAYED,165
2455,London,Luton,LTN,22/12/2024,15:00,Italy,Naples,NAP,ONTIME,185
2456,Italy,Naples,NAP,22/12/2024,19:30,London,Luton,LTN,ONTIME,185
2457,Italy,Naples,NAP,22/12/2024,21:00,London,Luton,LTN,DELAYED,185
2458,London,London City,LCY,22/12/2024,10:30,Italy,Rome,FCO,ONTIME,250
2459,London,London City,LCY,22/12/2024,12:00,Italy,Rome,FCO,DELAYED,250
2460,London,London City,LCY,22/12/2024,18:00,Italy,Rome,FCO,ONTIME,250
2461,Italy,Rome,FCO,22/12/2024,13:30,London,London City,LCY,ONTIME,250
2462,Italy,Rome,FCO,22/12/2024,16:30,London,London City,LCY,ONTIME,250
2463,Italy,Rome,FCO,22/12/2024,19:30,London,London City,LCY,DELAYED,250
2464,London,London City,LCY,22/12/2024,18:00,Italy,Milan,MXP,ONTIME,240
2465,London,London City,LCY,22/12/2024,21:00,Italy,Milan,MXP,DELAYED,240
2466,Italy,Milan,MXP,22/12/2024,16:30,London,London City,LCY,ONTIME,240
2467,Italy,Milan,MXP,22/12/2024,19:30,London,London City,LCY,ONTIME,240
2468,London,London City,LCY,22/12/2024,07:30,Italy,Venice,VCE,ONTIME,245
2469,London,London City,LCY,22/12/2024,13:30,Italy,Venice,VCE,ONTIME,245
2470,Italy,Venice,VCE,22/12/2024,10:30,London,London City,LCY,ONTIME,245
2471,Italy,Venice,VCE,22/12/2024,18:00,London,London City,LCY,ONTIME,245
2472,Italy,Venice,VCE,22/12/2024,19:30,London,London City,LCY,DELAYED,245
2473,Italy,Florence,FLR,22/12/2024,10:30,London,London City,LCY,DELAYED,235
2474,London,London City,LCY,22/12/2024,10:30,Italy,Naples,NAP,ONTIME,260
2475,London,London City,LCY,22/12/2024,12:00,Italy,Naples,NAP,DELAYED,260
2476,London,London City,LCY,22/12/2024,19:30,Italy,Naples,NAP,DELAYED,260
2477,Italy,Naples,NAP,22/12/2024,09:00,London,London City,LCY,ONTIME,260
2478,Italy,Naples,NAP,22/12/2024,12:00,London,London City,LCY,DELAYED,260
2479,London,Heathrow,LHR,23/12/2024,10:30,Italy,Rome,FCO,ONTIME,220
2480,London,Heathrow,LHR,23/12/2024,13:30,Italy,Rome,FCO,DELAYED,220
2481,Italy,Rome,FCO,23/12/2024,07:30,London,Heathrow,LHR,DELAYED,220
2482,Italy,Rome,FCO,23/12/2024,15:00,London,Heathrow,LHR,DELAYED,220
2483,Italy,Rome,FCO,23/12/2024,21:00,London,Heathrow,LHR,ONTIME,220
2484,London,Heathrow,LHR,23/12/2024,09:00,Italy,Milan,MXP,ONTIME,200
2485,London,Heathrow,LHR,23/12/2024,21:00,Italy,Milan,MXP,DELAYED,200
2486,Italy,Milan,MXP,23/12/2024,15:00,London,Heathrow,LHR,ONTIME,200
2487,Italy,Venice,VCE,23/12/2024,07:30,London,Heathrow,LHR,ONTIME,210
2488,Italy,Venice,VCE,23/12/2024,09:00,London,Heathrow,LHR,DELAYED,210
2489,Italy,Venice,VCE,23/12/2024,18:00,London,Heathrow,LHR,ONTIME,210
2490,London,Heathrow,LHR,23/12/2024,07:30,Italy,Florence,FLR,DELAYED,205
2491,London,Heathrow,LHR,23/12/2024,13:30,Italy,Florence,FLR,ONTIME,205
2492,Italy,Florence,FLR,23/12/2024,09:00,London,Heathrow,LHR,ONTIME,205
2493,Italy,Florence,FLR,23/12/2024,10:30,London,Heathrow,LHR,ONTIME,205
2494,London,Heathrow,LHR,23/12/2024,16:30,Italy,Naples,NAP,DELAYED,230
2495,Italy,Naples,NAP,23/12/2024,12:00,London,Heathrow,LHR,ONTIME,230
2496,London,Gatwick,LGW,23/12/2024,09:00,Italy,Rome,FCO,DELAYED,200
2497,London,Gatwick,LGW,23/12/2024,10:30,Italy,Rome,FCO,ONTIME,200
2498,Italy,Rome,FCO,23/12/2024,09:00,London,Gatwick,LGW,ONTIME,200
2499,Italy,Rome,FCO,23/12/2024,19:30,London,Gatwick,LGW,DELAYED,200
2500,Italy,Milan,MXP,23/12/2024,09:00,London,Gatwick,LGW,ONTIME,190
2501,Italy,Milan,MXP,23/12/2024,15:00,London,Gatwick,LGW,ONTIME,190
2502,Italy,Venice,VCE,23/12/2024,06:00,London,Gatwick,LGW,DELAYED,195
2503,London,Gatwick,LGW,23/12/2024,06:00,Italy,Florence,FLR,ONTIME,185
2504,London,Gatwick,LGW,23/12/2024,07:30,Italy,Florence,FLR,ONTIME,185
2505,London,Gatwick,LGW,23/12/2024,10:30,Italy,Florence,FLR,ONTIME,185
2506,Italy,Florence,FLR,23/12/2024,16:30,London,Gatwick,LGW,ONTIME,185
2507,Italy,Naples,NAP,23/12/2024,10:30,London,Gatwick,LGW,ONTIME,210
2508,Italy,Naples,NAP,23/12/2024,18:00,London,Gatwick,LGW,DELAYED,210
2509,Italy,Rome,FCO,23/12/2024,09:00,London,Stansted,STN,ONTIME,180
2510,Italy,Rome,FCO,23/12/2024,15:00,London,Stansted,STN,ONTIME,180
2511,Italy,Rome,FCO,23/12/2024,16:30,London,Stansted,STN,ONTIME,180
2512,London,Stansted,STN,23/12/2024,10:30,Italy,Milan,MXP,ONTIME,175
2513,London,Stansted,STN,23/12/2024,12:00,Italy,Milan,MXP,ONTIME,175
2514,London,Stansted,STN,23/12/2024,16:30,Italy,Milan,MXP,ONTIME,175
2515,Italy,Milan,MXP,23/12/2024,13:30,London,Stansted,STN,ONTIME,175
2516,Italy,Milan,MXP,23/12/2024,15:00,London,Stansted,STN,ONTIME,175
2517,Italy,Venice,VCE,23/12/2024,09:00,London,Stansted,STN,DELAYED,180
2518,Italy,Venice,VCE,23/12/2024,10:30,London,Stansted,STN,ONTIME,180
2519,Italy,Venice,VCE,23/12/2024,18:00,London,Stansted,STN,ONTIME,180
2520,London,Stansted,STN,23/12/2024,10:30,Italy,Florence,FLR,ONTIME,170
2521,London,Stansted,STN,23/12/2024,12:00,Italy,Florence,FLR,DELAYED,170
2522,London,Stansted,STN,23/12/2024,13:30,Italy,Florence,FLR,ONTIME,170
2523,London,Stansted,STN,23/12/2024,12:00,Italy,Naples,NAP,DELAYED,190
2524,London,Stansted,STN,23/12/2024,13:30,Italy,Naples,NAP,ONTIME,190
2525,London,Stansted,STN,23/12/2024,15:00,Italy,Naples,NAP,ONTIME,190
2526,London,Luton,LTN,23/12/2024,10:30,Italy,Rome,FCO,ONTIME,175
2527,London,Luton,LTN,23/12/2024,18:00,Italy,Rome,FCO,ONTIME,175
2528,London,Luton,LTN,23/12/2024,21:00,Italy,Rome,FCO,ONTIME,175
2529,Italy,Rome,FCO,23/12/2024,13:30,London,Luton,LTN,ONTIME,175
2530,Italy,Rome,FCO,23/12/2024,16:30,London,Luton,LTN,ONTIME,175
2531,Italy,Rome,FCO,23/12/2024,18:00,London,Luton,LTN,ONTIME,175
2532,London,Luton,LTN,23/12/2024,10:30,Italy,Milan,MXP,ONTIME,170
2533,London,Luton,LTN,23/12/2024,16:30,Italy,Milan,MXP,ONTIME,170
2534,London,Luton,LTN,23/12/2024,21:00,Italy,Milan,MXP,ONTIME,170
2535,Italy,Milan,MXP,23/12/2024,07:30,London,Luton,LTN,ONTIME,170
2536,Italy,Milan,MXP,23/12/2024,10:30,London,Luton,LTN,ONTIME,170
2537,Italy,Milan,MXP,23/12/2024,12:00,London,Luton,LTN,ONTIME,170
2538,London,Luton,LTN,23/12/2024,06:00,Italy,Venice,VCE,DELAYED,175
2539,London,Luton,LTN,23/12/2024,09:00,Italy,Venice,VCE,ONTIME,175
2540,London,Luton,LTN,23/12/2024,21:00,Italy,Venice,VCE,DELAYED,175
2541,Italy,Venice,VCE,23/12/2024,10:30,London,Luton,LTN,DELAYED,175
2542,Italy,Venice,VCE,23/12/2024,21:00,London,Luton,LTN,DELAYED,175
2543,London,Luton,LTN,23/12/2024,07:30,Italy,Florence,FLR,DELAYED,165
2544,London,Luton,LTN,23/12/2024,19:30,Italy,Florence,FLR,ONTIME,165
2545,London,Luton,LTN,23/12/2024,21:00,Italy,Florence,FLR,ONTIME,165
2546,Italy,Florence,FLR,23/12/2024,21:00,London,Luton,LTN,ONTIME,165
2547,Italy,Naples,NAP,23/12/2024,07:30,London,Luton,LTN,ONTIME,185
2548,Italy,Naples,NAP,23/12/2024,10:30,London,Luton,LTN,ONTIME,185
2549,Italy,Naples,NAP,23/12/2024,19:30,London,Luton,LTN,ONTIME,185
2550,London,London City,LCY,23/12/2024,15:00,Italy,Rome,FCO,ONTIME,250
2551,Italy,Rome,FCO,23/12/2024,10:30,London,London City,LCY,ONTIME,250
2552,Italy,Rome,FCO,23/12/2024,12:00,London,London City,LCY,ONTIME,250
2553,London,London City,LCY,23/12/2024,09:00,Italy,Milan,MXP,DELAYED,240
2554,London,London City,LCY,23/12/2024,18:00,Italy,Milan,MXP,DELAYED,240
2555,Italy,Milan,MXP,23/12/2024,06:00,London,London City,LCY,ONTIME,240
2556,Italy,Milan,MXP,23/12/2024,12:00,London,London City,LCY,ONTIME,240
2557,Italy,Milan,MXP,23/12/2024,16:30,London,London City,LCY,DELAYED,240
2558,London,London City,LCY,23/12/2024,07:30,Italy,Venice,VCE,ONTIME,245
2559,London,London City,LCY,23/12/2024,10:30,Italy,Venice,VCE,DELAYED,245
2560,Italy,Venice,VCE,23/12/2024,19:30,London,London City,LCY,ONTIME,245
2561,Italy,Venice,VCE,23/12/2024,21:00,London,London City,LCY,ONTIME,245
2562,London,London City,LCY,23/12/2024,10:30,Italy,Florence,FLR,ONTIME,235
2563,Italy,Florence,FLR,23/12/2024,07:30,London,London City,LCY,ONTIME,235
2564,London,London City,LCY,23/12/2024,12:00,Italy,Naples,NAP,ONTIME,260
2565,London,London City,LCY,23/12/2024,16:30,Italy,Naples,NAP,ONTIME,260
2566,Italy,Naples,NAP,23/12/2024,13:30,London,London City,LCY,ONTIME,260
2567,Italy,Rome,FCO,24/12/2024,10:30,London,Heathrow,LHR,ONTIME,220
2568,Italy,Rome,FCO,24/12/2024,13:30,London,Heathrow,LHR,ONTIME,220
2569,London,Heathrow,LHR,24/12/2024,10:30,Italy,Milan,MXP,ONTIME,200
2570,London,Heathrow,LHR,24/12/2024,12:00,Italy,Milan,MXP,DELAYED,200
2571,London,Heathrow,LHR,24/12/2024,18:00,Italy,Milan,MXP,DELAYED,200
2572,Italy,Milan,MXP,24/12/2024,13:30,London,Heathrow,LHR,ONTIME,200
2573,Italy,Milan,MXP,24/12/2024,16:30,London,Heathrow,LHR,ONTIME,200
2574,London,Heathrow,LHR,24/12/2024,07:30,Italy,Venice,VCE,DELAYED,210
2575,London,Heathrow,LHR,24/12/2024,13:30,Italy,Venice,VCE,DELAYED,210
2576,London,Heathrow,LHR,24/12/2024,15:00,Italy,Venice,VCE,ONTIME,210
2577,London,Heathrow,LHR,24/12/2024,12:00,Italy,Florence,FLR,ONTIME,205
2578,London,Heathrow,LHR,24/12/2024,18:00,Italy,Florence,FLR,ONTIME,205
2579,Italy,Florence,FLR,24/12/2024,12:00,London,Heathrow,LHR,ONTIME,205
2580,Italy,Florence,FLR,24/12/2024,13:30,London,Heathrow,LHR,ONTIME,205
2581,Italy,Florence,FLR,24/12/2024,15:00,London,Heathrow,LHR,ONTIME,205
2582,London,Heathrow,LHR,24/12/2024,06:00,Italy,Naples,NAP,DELAYED,230
2583,London,Heathrow,LHR,24/12/2024,09:00,Italy,Naples,NAP,ONTIME,230
2584,London,Heathrow,LHR,24/12/2024,12:00,Italy,Naples,NAP,ONTIME,230
2585,Italy,Naples,NAP,24/12/2024,07:30,London,Heathrow,LHR,ONTIME,230
2586,Italy,Naples,NAP,24/12/2024,12:00,London,Heathrow,LHR,ONTIME,230
2587,Italy,Naples,NAP,24/12/2024,16:30,London,Heathrow,LHR,ONTIME,230
2588,London,Gatwick,LGW,24/12/2024,07:30,Italy,Rome,FCO,ONTIME,200
2589,London,Gatwick,LGW,24/12/2024,19:30,Italy,Rome,FCO,ONTIME,200
2590,Italy,Rome,FCO,24/12/2024,13:30,London,Gatwick,LGW,ONTIME,200
2591,Italy,Rome,FCO,24/12/2024,18:00,London,Gatwick,LGW,ONTIME,200
2592,London,Gatwick,LGW,24/12/2024,13:30,Italy,Milan,MXP,ONTIME,190
2593,London,Gatwick,LGW,24/12/2024,15:00,Italy,Milan,MXP,ONTIME,190
2594,Italy,Milan,MXP,24/12/2024,21:00,London,Gatwick,LGW,DELAYED,190
2595,London,Gatwick,LGW,24/12/2024,06:00,Italy,Venice,VCE,ONTIME,195
2596,London,Gatwick,LGW,24/12/2024,09:00,Italy,Venice,VCE,ONTIME,195
2597,London,Gatwick,LGW,24/12/2024,10:30,Italy,Venice,VCE,ONTIME,195
2598,Italy,Florence,FLR,24/12/2024,10:30,London,Gatwick,LGW,ONTIME,185
2599,Italy,Florence,FLR,24/12/2024,15:00,London,Gatwick,LGW,ONTIME,185
2600,Italy,Naples,NAP,24/12/2024,16:30,London,Gatwick,LGW,ONTIME,210
2601,Italy,Rome,FCO,24/12/2024,09:00,London,Stansted,STN,ONTIME,180
2602,Italy,Rome,FCO,24/12/2024,10:30,London,Stansted,STN,ONTIME,180
2603,Italy,Rome,FCO,24/12/2024,19:30,London,Stansted,STN,ONTIME,180
2604,London,Stansted,STN,24/12/2024,06:00,Italy,Milan,MXP,DELAYED,175
2605,London,Stansted,STN,24/12/2024,10:30,Italy,Milan,MXP,DELAYED,175
2606,London,Stansted,STN,24/12/2024,16:30,Italy,Milan,MXP,ONTIME,175
2607,Italy,Milan,MXP,24/12/2024,15:00,London,Stansted,STN,DELAYED,175
2608,Italy,Milan,MXP,24/12/2024,16:30,London,Stansted,STN,ONTIME,175
2609,London,Stansted,STN,24/12/2024,10:30,Italy,Venice,VCE,ONTIME,180
2610,London,Stansted,STN,24/12/2024,12:00,Italy,Venice,VCE,ONTIME,180
2611,London,Stansted,STN,24/12/2024,21:00,Italy,Venice,VCE,DELAYED,180
2612,Italy,Venice,VCE,24/12/2024,13:30,London,Stansted,STN,ONTIME,180
2613,Italy,Florence,FLR,24/12/2024,06:00,London,Stansted,STN,ONTIME,170
2614,Italy,Florence,FLR,24/12/2024,09:00,London,Stansted,STN,ONTIME,170
2615,Italy,Florence,FLR,24/12/2024,12:00,London,Stansted,STN,DELAYED,170
2616,London,Stansted,STN,24/12/2024,12:00,Italy,Naples,NAP,DELAYED,190
2617,Italy,Naples,NAP,24/12/2024,12:00,London,Stansted,STN,ONTIME,190
2618,Italy,Naples,NAP,24/12/2024,16:30,London,Stansted,STN,ONTIME,190
2619,Italy,Naples,NAP,24/12/2024,21:00,London,Stansted,STN,DELAYED,190
2620,London,Luton,LTN,24/12/2024,18:00,Italy,Rome,FCO,DELAYED,175
2621,London,Luton,LTN,24/12/2024,19:30,Italy,Rome,FCO,ONTIME,175
2622,London,Luton,LTN,24/12/2024,19:30,Italy,Milan,MXP,ONTIME,170
2623,Italy,Milan,MXP,24/12/2024,09:00,London,Luton,LTN,ONTIME,170
2624,Italy,Milan,MXP,24/12/2024,18:00,London,Luton,LTN,ONTIME,170
2625,London,Luton,LTN,24/12/2024,10:30,Italy,Venice,VCE,DELAYED,175
2626,London,Luton,LTN,24/12/2024,13:30,Italy,Venice,VCE,ONTIME,175
2627,London,Luton,LTN,24/12/2024,06:00,Italy,Florence,FLR,DELAYED,165
2628,London,Luton,LTN,24/12/2024,15:00,Italy,Florence,FLR,ONTIME,165
2629,Italy,Florence,FLR,24/12/2024,16:30,London,Luton,LTN,ONTIME,165
2630,London,Luton,LTN,24/12/2024,15:00,Italy,Naples,NAP,ONTIME,185
2631,London,Luton,LTN,24/12/2024,18:00,Italy,Naples,NAP,ONTIME,185
2632,Italy,Naples,NAP,24/12/2024,09:00,London,Luton,LTN,ONTIME,185
2633,London,London City,LCY,24/12/2024,07:30,Italy,Rome,FCO,ONTIME,250
2634,London,London City,LCY,24/12/2024,15:00,Italy,Rome,FCO,DELAYED,250
2635,London,London City,LCY,24/12/2024,19:30,Italy,Rome,FCO,ONTIME,250
2636,London,London City,LCY,24/12/2024,13:30,Italy,Milan,MXP,ONTIME,240
2637,London,London City,LCY,24/12/2024,16:30,Italy,Milan,MXP,DELAYED,240
2638,London,London City,LCY,24/12/2024,21:00,Italy,Milan,MXP,ONTIME,240
2639,Italy,Milan,MXP,24/12/2024,06:00,London,London City,LCY,ONTIME,240
2640,Italy,Milan,MXP,24/12/2024,15:00,London,London City,LCY,ONTIME,240
2641,Italy,Milan,MXP,24/12/2024,21:00,London,London City,LCY,ONTIME,240
2642,London,London City,LCY,24/12/2024,15:00,Italy,Venice,VCE,ONTIME,245
2643,London,London City,LCY,24/12/2024,16:30,Italy,Venice,VCE,DELAYED,245
2644,Italy,Venice,VCE,24/12/2024,12:00,London,London City,LCY,ONTIME,245
2645,Italy,Venice,VCE,24/12/2024,21:00,London,London City,LCY,ONTIME,245
2646,London,London City,LCY,24/12/2024,10:30,Italy,Naples,NAP,ONTIME,260
2647,London,London City,LCY,24/12/2024,13:30,Italy,Naples,NAP,DELAYED,260
2648,Italy,Naples,NAP,24/12/2024,09:00,London,London City,LCY,DELAYED,260
2649,Italy,Naples,NAP,24/12/2024,10:30,London,London City,LCY,ONTIME,260
2650,Italy,Naples,NAP,24/12/2024,13:30,London,London City,LCY,ONTIME,260
2651,London,Heathrow,LHR,25/12/2024,07:30,Italy,Rome,FCO,ONTIME,220
2652,London,Heathrow,LHR,25/12/2024,13:30,Italy,Rome,FCO,ONTIME,220
2653,London,Heathrow,LHR,25/12/2024,18:00,Italy,Rome,FCO,ONTIME,220
2654,Italy,Rome,FCO,25/12/2024,15:00,London,Heathrow,LHR,DELAYED,220
2655,Italy,Rome,FCO,25/12/2024,18:00,London,Heathrow,LHR,ONTIME,220
2656,London,Heathrow,LHR,25/12/2024,18:00,Italy,Milan,MXP,ONTIME,200
2657,Italy,Milan,MXP,25/12/2024,12:00,London,Heathrow,LHR,ONTIME,200
2658,Italy,Milan,MXP,25/12/2024,16:30,London,Heathrow,LHR,ONTIME,200
2659,London,Heathrow,LHR,25/12/2024,07:30,Italy,Venice,VCE,ONTIME,210
2660,London,Heathrow,LHR,25/12/2024,15:00,Italy,Florence,FLR,ONTIME,205
2661,London,Heathrow,LHR,25/12/2024,16:30,Italy,Florence,FLR,ONTIME,205
2662,London,Heathrow,LHR,25/12/2024,13:30,Italy,Naples,NAP,ONTIME,230
2663,London,Heathrow,LHR,25/12/2024,21:00,Italy,Naples,NAP,ONTIME,230
2664,Italy,Naples,NAP,25/12/2024,12:00,London,Heathrow,LHR,ONTIME,230
2665,Italy,Naples,NAP,25/12/2024,13:30,London,Heathrow,LHR,ONTIME,230
2666,Italy,Naples,NAP,25/12/2024,19:30,London,Heathrow,LHR,ONTIME,230
2667,London,Gatwick,LGW,25/12/2024,19:30,Italy,Rome,FCO,DELAYED,200
2668,Italy,Rome,FCO,25/12/2024,09:00,London,Gatwick,LGW,DELAYED,200
2669,Italy,Rome,FCO,25/12/2024,10:30,London,Gatwick,LGW,ONTIME,200
2670,London,Gatwick,LGW,25/12/2024,09:00,Italy,Milan,MXP,DELAYED,190
2671,London,Gatwick,LGW,25/12/2024,13:30,Italy,Milan,MXP,ONTIME,190
2672,London,Gatwick,LGW,25/12/2024,15:00,Italy,Milan,MXP,ONTIME,190
2673,Italy,Milan,MXP,25/12/2024,09:00,London,Gatwick,LGW,ONTIME,190
2674,Italy,Milan,MXP,25/12/2024,15:00,London,Gatwick,LGW,DELAYED,190
2675,Italy,Milan,MXP,25/12/2024,18:00,London,Gatwick,LGW,ONTIME,190
2676,London,Gatwick,LGW,25/12/2024,07:30,Italy,Venice,VCE,DELAYED,195
2677,London,Gatwick,LGW,25/12/2024,09:00,Italy,Venice,VCE,ONTIME,195
2678,Italy,Venice,VCE,25/12/2024,06:00,London,Gatwick,LGW,ONTIME,195
2679,Italy,Venice,VCE,25/12/2024,09:00,London,Gatwick,LGW,ONTIME,195
2680,Italy,Florence,FLR,25/12/2024,07:30,London,Gatwick,LGW,ONTIME,185
2681,Italy,Florence,FLR,25/12/2024,13:30,London,Gatwick,LGW,ONTIME,185
2682,London,Gatwick,LGW,25/12/2024,10:30,Italy,Naples,NAP,ONTIME,210
2683,Italy,Naples,NAP,25/12/2024,07:30,London,Gatwick,LGW,ONTIME,210
2684,Italy,Naples,NAP,25/12/2024,09:00,London,Gatwick,LGW,ONTIME,210
2685,Italy,Naples,NAP,25/12/2024,13:30,London,Gatwick,LGW,ONTIME,210
2686,London,Stansted,STN,25/12/2024,09:00,Italy,Rome,FCO,ONTIME,180
2687,London,Stansted,STN,25/12/2024,15:00,Italy,Rome,FCO,ONTIME,180
2688,Italy,Rome,FCO,25/12/2024,16:30,London,Stansted,STN,DELAYED,180
2689,Italy,Rome,FCO,25/12/2024,18:00,London,Stansted,STN,ONTIME,180
2690,London,Stansted,STN,25/12/2024,06:00,Italy,Venice,VCE,ONTIME,180
2691,London,Stansted,STN,25/12/2024,12:00,Italy,Venice,VCE,ONTIME,180
2692,London,Stansted,STN,25/12/2024,18:00,Italy,Venice,VCE,ONTIME,180
2693,London,Stansted,STN,25/12/2024,12:00,Italy,Florence,FLR,ONTIME,170
2694,London,Stansted,STN,25/12/2024,13:30,Italy,Florence,FLR,ONTIME,170
2695,London,Stansted,STN,25/12/2024,18:00,Italy,Florence,FLR,ONTIME,170
2696,Italy,Florence,FLR,25/12/2024,06:00,London,Stansted,STN,ONTIME,170
2697,Italy,Florence,FLR,25/12/2024,07:30,London,Stansted,STN,ONTIME,170
2698,Italy,Florence,FLR,25/12/2024,16:30,London,Stansted,STN,ONTIME,170
2699,London,Stansted,STN,25/12/2024,09:00,Italy,Naples,NAP,ONTIME,190
2700,London,Stansted,STN,25/12/2024,12:00,Italy,Naples,NAP,ONTIME,190
2701,Italy,Naples,NAP,25/12/2024,15:00,London,Stansted,STN,DELAYED,190
2702,Italy,Naples,NAP,25/12/2024,18:00,London,Stansted,STN,ONTIME,190
2703,Italy,Naples,NAP,25/12/2024,19:30,London,Stansted,STN,ONTIME,190
2704,London,Luton,LTN,25/12/2024,18:00,Italy,Rome,FCO,ONTIME,175
2705,Italy,Rome,FCO,25/12/2024,10:30,London,Luton,LTN,ONTIME,175
2706,Italy,Rome,FCO,25/12/2024,16:30,London,Luton,LTN,ONTIME,175
2707,Italy,Rome,FCO,25/12/2024,19:30,London,Luton,LTN,ONTIME,175
2708,London,Luton,LTN,25/12/2024,06:00,Italy,Milan,MXP,ONTIME,170
2709,London,Luton,LTN,25/12/2024,13:30,Italy,Venice,VCE,ONTIME,175
2710,London,Luton,LTN,25/12/2024,16:30,Italy,Florence,FLR,ONTIME,165
2711,London,Luton,LTN,25/12/2024,21:00,Italy,Florence,FLR,ONTIME,165
2712,London,Luton,LTN,25/12/2024,07:30,Italy,Naples,NAP,ONTIME,185
2713,London,Luton,LTN,25/12/2024,16:30,Italy,Naples,NAP,ONTIME,185
2714,Italy,Naples,NAP,25/12/2024,15:00,London,Luton,LTN,DELAYED,185
2715,Italy,Naples,NAP,25/12/2024,19:30,London,Luton,LTN,ONTIME,185
2716,Italy,Rome,FCO,25/12/2024,13:30,London,London City,LCY,ONTIME,250
2717,Italy,Rome,FCO,25/12/2024,21:00,London,London City,LCY,ONTIME,250
2718,London,London City,LCY,25/12/2024,06:00,Italy,Milan,MXP,DELAYED,240
